name,rate,image,glb_company_size,industry,review,salary,jobs,description,office_locations
Amazon,-0.7822518812814923,https://media.glassdoor.com/sql/6036/amazon-squarelogo-1552847650117.png,0.22887574262210608,Internet & Web Services,5.040185774024578,8.175362509969666,0.7639295292915298,"All Amazon teams and businesses, from Prime delivery to AWS, are guided by four key tenets: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking.  

We are driven by the excitement of building technologies, inventing products, and providing services that transform the way our customers live their lives and run their businesses.",-0.04990123823667486
Deloitte,0.49877528210150573,https://media.glassdoor.com/sql/2763/deloitte-squareLogo-1674210308592.png,0.22887574262210608,Accounting & Tax,2.559358775881778,2.9536128527889947,2.2407142838794396,"Deloitte provides industry-leading audit and assurance, tax and legal, consulting, financial advisory, and risk advisory services to nearly 90% of the Fortune Global 500® and thousands of private companies. Our more than 412,000+ professionals deliver measurable and lasting results that help reinforce public trust in capital markets, enable clients to transform and thrive, and lead the way toward a stronger economy, a more equitable society and a sustainable world. Building on its 178-plus year history, Deloitte spans more than 150 countries and territories.


Deloitte US-India Offices is part of region within the Deloitte US organization, with offices across seven cities in India — Hyderabad, Mumbai, Delhi-NCR, Bengaluru, Kolkata, Pune and Chennai.",-0.12442573435967245
McDonald's,-1.6362699902034923,https://media.glassdoor.com/sql/432/mcdonald-s-squareLogo-1696368009989.png,0.22887574262210608,Restaurants & Cafes,3.265488374849376,0.8151820408007188,8.315036481995747,"McDonald’s is proud to be one of the most recognized brands in the world, with restaurants in over 100 countries and billions of customers served each year.  As the global leader in the food service industry, we have a legacy of innovation and hard work that continues to drive us. Today, we are growing with velocity and are focused on modernizing our experiences, not to make a different McDonald’s but to build a better McDonald’s. About 80% of the restaurants are run by franchisees or affiliates.",-0.26331229531616795
Target,-1.6362699902034923,https://media.glassdoor.com/sql/194/target-squarelogo-1473787305116.png,0.22887574262210608,General Merchandise & Superstores,1.656387740033832,1.5353598594806634,0.5595945318013787,"As a Fortune 50 company with more than 400,000 team members worldwide, Target is an iconic brand and one of America's leading retailers. Working at Target means the opportunity to help all families discover the joy of everyday life. Caring for our communities is woven into who we are, and we invest in the places we collectively live, work and play. We prioritize relationships, fuel and develop talent by creating growth opportunities, and succeed as one Target team. At our core, our purpose is ingrained in who we are, what we value, and how we work. It's how we care, grow, and win together. ",-0.2531498640266683
Accenture,0.07176622764050578,https://media.glassdoor.com/sql/4138/accenture-squarelogo-1603988625135.png,0.22887574262210608,Business Consulting,4.180957279705598,0.502061250070308,2.723687914310706,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services — all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 624,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com.",-0.1447505969386718
IBM,0.07176622764050578,https://media.glassdoor.com/sql/354/ibm-squareLogo-1680100245029.png,0.22887574262210608,Information Technology Support Services,2.571856644890054,0.8557035548952424,0.1509245368210767,"IBM works to design, advance, and scale the technologies that define each era. Restlessly reinventing since 1911, we are one of the largest technology, consulting and research companies in the world.  IBMers are agents of change – in this team, you’ll become a part of a historic, prestigious, and global community in which you’ll be respected, and your talents will have a real impact. 

Join our team of experts and thrive in a collaborative and friendly environment where you can bring your whole self at work. Use your skills to empower clients and partners to create something that is bigger than what any one of us could produce alone.

Come and let’s create together!",-0.1447505969386718
Tata Consultancy Services,-0.3552428268204942,https://media.glassdoor.com/sql/13461/tata-consultancy-services-squareLogo-1634801936555.png,0.22887574262210608,Software Development,3.3810936631759296,0.8962250689897662,-0.27632136702196636,"Tata Consultancy Services is an IT services, consulting and business solutions organization that has been partnering with many of the world’s largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions. This is delivered through its unique Location Independent Agile™ delivery model, recognized as a benchmark of excellence in software development.

A part of the Tata group, India's largest multinational business group, TCS has over 528,000 of the world’s best-trained consultants in 46 countries. The company generated consolidated revenues of US $22.2 billion in the fiscal year ended March 31, 2021 and is listed on the BSE (formerly Bombay Stock Exchange) and the NSE (National Stock Exchange) in India. TCS' proactive stance on climate change and award-winning work with communities across the world have earned it a place in leading sustainability indices such as the MSCI Global Sustainability Index and the FTSE4Good Emerging Index. For more information, visit www.tcs.com",-0.137975642745672
Cognizant Technology Solutions,-0.3552428268204942,https://media.glassdoor.com/sql/8014/cognizant-technology-solutions-squareLogo-1651131366751.png,0.22887574262210608,Information Technology Support Services,2.2500365179269455,1.1301447185354259,-0.24845750372785483,"Cognizant (NASDAQ-100: CTSH) is one of the world's leading professional services companies, transforming clients'​ business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 208 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com. To apply for open positions, visit https://careers.cognizant.com",-0.16507545951767114
Starbucks,-1.2092609357424924,https://media.glassdoor.com/sql/2202/starbucks-squarelogo.png,0.22887574262210608,Restaurants & Cafes,1.293949538793826,0.7359808996159678,1.8227563344677669,"By bringing people together over coffee, Starbucks has become one of the world’s best-known and best-loved companies. We purchase, roast and serve award-winning coffee. We also offer Italian-style espresso beverages, cold blended beverages, delicious food, premium teas and selected compact discs through our retail stores. Working at Starbucks is a lot like working with your friends. When you work here, you’re not an “employee” – we call ourselves “partners” because we believe in shared common goals and mutual success. We’re dedicated to serving ethically sourced coffee, caring for the environment and giving back to the communities where we do business.
",-0.23621247854416882
EY,0.07176622764050578,https://media.glassdoor.com/sql/2784/ey-squareLogo-1689166016078.png,0.22887574262210608,Accounting & Tax,1.5689026569758995,0.7046688205429267,0.29953180772300475,"At EY, you will work with entrepreneurs, the biggest companies and entire countries to solve their most pressing challenges. We promise you an exceptional experience that is yours to build — using our opportunities, scale, technology, learning, and diverse and inclusive culture.

And what you do here matters, guided by our purpose of building a better working world — for our people, for our clients and for our communities. We help digital pioneers fight data piracy, guide governments through cash flow crises, unlock new medical treatments with data analytics, and pursue high-quality audits to build trust in financial markets and business. 

With over 400,000 people in more than 150 countries, we’re one of the world’s leading professional services organizations, with four integrated service lines: Assurance, Consulting, Strategy and Transactions, and Tax. Our global reach, skills and ability to learn from different perspectives help us create positive change on a massive scale.
",-0.2192750930616694
